ko00626,60,104,80,87,157,107,56,120,138
ko00984,6,2,2,4,5,4,6,7,15
ko00980,17,33,23,31,49,30,19,27,39
ko00982,15,28,16,22,22,20,15,19,20
ko00983,504,856,702,775,1089,956,549,816,844
ko03020,309,501,468,554,841,600,399,701,539
ko03022,19,7,1,0,1,10,2,27,3
ko03040,157,74,2,6,9,10,14,147,11
ko03010,2143,4034,3002,3474,5117,4220,2756,3900,3552
ko00970,1642,2772,2433,2790,4235,3299,2156,3179,2953
ko03013,160,177,81,96,124,110,77,207,114
ko03015,102,70,13,9,12,16,24,150,15
ko03008,157,128,50,64,102,78,73,235,72
ko03060,533,959,779,910,1265,1088,694,964,921
ko04141,282,274,152,162,267,216,151,450,200
ko04130,1,2,0,0,0,0,0,9,0
ko04120,97,67,33,6,38,32,14,151,28
ko04122,174,304,289,299,557,378,228,389,416
ko03050,35,23,7,1,9,3,8,66,9
ko03018,1015,1501,1353,1425,2178,1819,1166,1752,1578
ko03030,761,1415,1190,1302,2075,1616,1064,1552,1481
ko03410,473,850,709,829,1246,963,673,906,890
ko03420,728,1224,1060,1183,1852,1447,904,1442,1247
ko03430,960,1680,1398,1580,2592,1960,1214,1847,1839
ko03440,970,1800,1566,1674,2671,2115,1332,1931,1927
ko03450,19,13,13,11,34,10,15,27,21
ko03460,29,19,1,0,1,2,4,48,2
ko02010,1621,3158,2507,3009,5383,3813,1977,4114,5116
ko02060,152,342,144,248,421,279,90,289,646
ko03070,480,931,785,914,1308,1059,707,973,874
ko02020,1914,3547,3209,3040,6092,4040,2226,3663,4092
ko04014,30,29,2,1,6,4,5,153,2
ko04015,41,35,0,0,2,0,3,176,3
ko04010,64,39,2,1,2,3,4,142,5
ko04011,75,55,32,44,31,43,43,124,38
ko04012,25,17,0,1,1,0,10,82,5
ko04310,79,40,1,2,2,1,5,147,6
ko04330,14,7,1,4,0,0,6,19,1
ko04340,45,24,5,2,6,2,3,61,9
ko04350,19,13,0,0,0,0,6,27,5
ko04390,84,59,3,1,6,1,10,210,14
ko04392,44,25,1,2,1,1,2,70,5
ko04370,24,17,0,0,0,22,2,61,2
ko04371,50,50,10,14,21,22,23,133,18
ko04630,16,11,0,0,0,0,4,46,2
ko04064,26,13,0,0,1,0,5,59,1
ko04668,21,15,2,1,0,1,3,28,1
ko04066,184,231,228,221,314,261,185,303,269
ko04068,164,143,86,104,100,112,92,261,89
ko04020,43,36,17,20,20,30,18,72,16
ko04070,143,167,104,105,134,141,99,180,118
ko04072,46,52,23,23,22,32,28,119,22
ko04071,66,43,4,2,3,3,14,101,7
ko04024,89,70,12,15,17,17,17,178,13
ko04022,53,35,10,8,4,11,4,113,8
ko04151,213,215,142,160,242,205,151,470,185
ko04152,211,237,147,170,254,218,140,385,206
ko04150,63,43,5,4,13,9,17,158,28
ko04080,8,22,13,17,24,17,14,16,14
ko04060,0,0,0,0,0,0,0,1,0
ko04512,3,4,2,5,3,0,5,3,3
ko04514,0,0,0,0,0,0,0,1,0
ko04144,108,65,1,2,12,8,11,267,17
ko04145,160,117,3,6,20,15,15,342,36
ko04142,449,527,6,397,420,406,330,543,399
ko04146,289,388,386,335,456,420,250,391,326
ko04138,83,60,309,8,26,14,12,146,38
ko04136,31,21,3,0,0,0,7,66,5
ko04139,38,22,3,4,5,7,9,98,6
ko04110,83,40,2,1,3,2,11,149,7
ko04111,77,47,1,3,4,4,16,134,9
ko04112,602,1073,872,1019,1591,1239,771,1122,1088
ko04113,94,70,17,9,35,17,28,165,19
ko04210,116,120,25,35,32,35,30,235,43
ko04216,158,206,167,160,224,232,114,197,133
ko02024,1303,2241,1836,2171,3350,2620,1557,2500,3169
ko05111,405,640,599,601,935,705,476,615,643
ko02025,223,375,314,253,716,430,219,387,349
ko02026,386,650,603,586,1298,836,420,765,840
ko02030,74,438,394,237,1396,561,167,460,358
ko02040,52,410,477,228,1421,442,259,416,221
ko04810,73,60,3,3,7,8,8,237,9
